"Var1","Var2","Var3","n","e","TF_fam","comploc_n","b","c","d","tfpercentage","pval","adj.p"
"CSY","cytosol","HSF",0,"CSY_cytosol",6,NA,NA,6,NA,NA,NA,NA
"FUM","cytosol","HSF",1,"FUM_cytosol",6,39,38,5,918,2.56410256410256,0.220398752422574,1
"ICDH","cytosol","HSF",0,"ICDH_cytosol",6,173,173,6,783,0,1,1
"MDH","cytosol","HSF",0,"MDH_cytosol",6,215,215,6,741,0,1,1
"OGDH","cytosol","HSF",0,"OGDH_cytosol",6,NA,NA,6,NA,NA,NA,NA
"PDH","cytosol","HSF",0,"PDH_cytosol",6,NA,NA,6,NA,NA,NA,NA
"SCL","cytosol","HSF",0,"SCL_cytosol",6,NA,NA,6,NA,NA,NA,NA
"SDH","cytosol","HSF",0,"SDH_cytosol",6,NA,NA,6,NA,NA,NA,NA
"ACO","mitochondrion","HSF",1,"ACO_mitochondrion",6,214,213,5,743,0.467289719626168,0.780004750746161,1
"CSY","mitochondrion","HSF",0,"CSY_mitochondrion",6,167,167,6,789,0,1,1
"FUM","mitochondrion","HSF",1,"FUM_mitochondrion",6,46,45,5,911,2.17391304347826,0.255300590402794,1
"ICDH","mitochondrion","HSF",3,"ICDH_mitochondrion",6,202,199,3,757,1.48514851485149,0.110874686072691,1
"MDH","mitochondrion","HSF",0,"MDH_mitochondrion",6,149,149,6,807,0,1,1
"OGDH","mitochondrion","HSF",0,"OGDH_mitochondrion",6,148,148,6,808,0,1,1
"PDH","mitochondrion","HSF",1,"PDH_mitochondrion",6,471,470,5,486,0.212314225053079,0.982585711423582,1
"SCL","mitochondrion","HSF",0,"SCL_mitochondrion",6,17,17,6,939,0,1,1
"SDH","mitochondrion","HSF",3,"SDH_mitochondrion",6,375,372,3,584,0.8,0.434508362617574,1
"ACO","peroxisome","HSF",0,"ACO_peroxisome",6,NA,NA,6,NA,NA,NA,NA
"CSY","peroxisome","HSF",1,"CSY_peroxisome",6,150,149,5,807,0.666666666666667,0.639396803050145,1
"FUM","peroxisome","HSF",0,"FUM_peroxisome",6,NA,NA,6,NA,NA,NA,NA
"ICDH","peroxisome","HSF",0,"ICDH_peroxisome",6,70,70,6,886,0,1,1
"MDH","peroxisome","HSF",0,"MDH_peroxisome",6,143,143,6,813,0,1,1
"OGDH","peroxisome","HSF",0,"OGDH_peroxisome",6,NA,NA,6,NA,NA,NA,NA
"PDH","peroxisome","HSF",0,"PDH_peroxisome",6,NA,NA,6,NA,NA,NA,NA
"SCL","peroxisome","HSF",0,"SCL_peroxisome",6,NA,NA,6,NA,NA,NA,NA
"SDH","peroxisome","HSF",0,"SDH_peroxisome",6,NA,NA,6,NA,NA,NA,NA
"ACO","plastid","HSF",0,"ACO_plastid",6,NA,NA,6,NA,NA,NA,NA
"CSY","plastid","HSF",0,"CSY_plastid",6,NA,NA,6,NA,NA,NA,NA
"FUM","plastid","HSF",0,"FUM_plastid",6,NA,NA,6,NA,NA,NA,NA
"ICDH","plastid","HSF",0,"ICDH_plastid",6,NA,NA,6,NA,NA,NA,NA
"MDH","plastid","HSF",0,"MDH_plastid",6,96,96,6,860,0,1,1
"OGDH","plastid","HSF",0,"OGDH_plastid",6,NA,NA,6,NA,NA,NA,NA
"PDH","plastid","HSF",1,"PDH_plastid",6,330,329,5,627,0.303030303030303,0.920255806482825,1
"SCL","plastid","HSF",0,"SCL_plastid",6,NA,NA,6,NA,NA,NA,NA
"SDH","plastid","HSF",0,"SDH_plastid",6,NA,NA,6,NA,NA,NA,NA
"ACO","cytosol","LBD",2,"ACO_cytosol",16,65,63,14,883,3.07692307692308,0.29499396201303,1
"CSY","cytosol","LBD",0,"CSY_cytosol",16,NA,NA,16,NA,NA,NA,NA
"FUM","cytosol","LBD",4,"FUM_cytosol",16,39,35,12,911,10.2564102564103,0.00295949304870831,0.142055666337999
"ICDH","cytosol","LBD",0,"ICDH_cytosol",16,173,173,16,773,0,1,1
"MDH","cytosol","LBD",6,"MDH_cytosol",16,215,209,10,737,2.7906976744186,0.124331729171064,1
"OGDH","cytosol","LBD",0,"OGDH_cytosol",16,NA,NA,16,NA,NA,NA,NA
"PDH","cytosol","LBD",0,"PDH_cytosol",16,NA,NA,16,NA,NA,NA,NA
"SCL","cytosol","LBD",0,"SCL_cytosol",16,NA,NA,16,NA,NA,NA,NA
"SDH","cytosol","LBD",0,"SDH_cytosol",16,NA,NA,16,NA,NA,NA,NA
"ACO","mitochondrion","LBD",6,"ACO_mitochondrion",16,214,208,10,738,2.80373831775701,0.122124209908862,1
"CSY","mitochondrion","LBD",7,"CSY_mitochondrion",16,167,160,9,786,4.19161676646707,0.0118918090033223,0.535131405149505
"FUM","mitochondrion","LBD",5,"FUM_mitochondrion",16,46,41,11,905,10.8695652173913,0.000590980581184543,0.0283670678968581
"ICDH","mitochondrion","LBD",8,"ICDH_mitochondrion",16,202,194,8,752,3.96039603960396,0.00894404246849037,0.402481911082067
"MDH","mitochondrion","LBD",8,"MDH_mitochondrion",16,149,141,8,805,5.36912751677852,0.00118019161343407,0.0531086226045332
"OGDH","mitochondrion","LBD",7,"OGDH_mitochondrion",16,148,141,9,805,4.72972972972973,0.00599851237801022,0.26393454463245
"PDH","mitochondrion","LBD",15,"PDH_mitochondrion",16,471,456,1,490,3.18471337579618,0.00017412411736793,0.00818383351629273
"SCL","mitochondrion","LBD",4,"SCL_mitochondrion",16,17,13,12,933,23.5294117647059,0.000107116943618552,0.00514161329369048
"SDH","mitochondrion","LBD",10,"SDH_mitochondrion",16,375,365,6,581,2.66666666666667,0.0475519143395889,1
"ACO","peroxisome","LBD",0,"ACO_peroxisome",16,NA,NA,16,NA,NA,NA,NA
"CSY","peroxisome","LBD",7,"CSY_peroxisome",16,150,143,9,803,4.66666666666667,0.00648078435214266,0.29163529584642
"FUM","peroxisome","LBD",0,"FUM_peroxisome",16,NA,NA,16,NA,NA,NA,NA
"ICDH","peroxisome","LBD",3,"ICDH_peroxisome",16,70,67,13,879,4.28571428571429,0.104322967770334,1
"MDH","peroxisome","LBD",7,"MDH_peroxisome",16,143,136,9,810,4.89510489510489,0.0049142599851426,0.216227439346274
"OGDH","peroxisome","LBD",0,"OGDH_peroxisome",16,NA,NA,16,NA,NA,NA,NA
"PDH","peroxisome","LBD",0,"PDH_peroxisome",16,NA,NA,16,NA,NA,NA,NA
"SCL","peroxisome","LBD",0,"SCL_peroxisome",16,NA,NA,16,NA,NA,NA,NA
"SDH","peroxisome","LBD",0,"SDH_peroxisome",16,NA,NA,16,NA,NA,NA,NA
"ACO","plastid","LBD",0,"ACO_plastid",16,NA,NA,16,NA,NA,NA,NA
"CSY","plastid","LBD",0,"CSY_plastid",16,NA,NA,16,NA,NA,NA,NA
"FUM","plastid","LBD",0,"FUM_plastid",16,NA,NA,16,NA,NA,NA,NA
"ICDH","plastid","LBD",0,"ICDH_plastid",16,NA,NA,16,NA,NA,NA,NA
"MDH","plastid","LBD",4,"MDH_plastid",16,96,92,12,854,4.16666666666667,0.0663634671762551,1
"OGDH","plastid","LBD",0,"OGDH_plastid",16,NA,NA,16,NA,NA,NA,NA
"PDH","plastid","LBD",10,"PDH_plastid",16,330,320,6,626,3.03030303030303,0.0188813107064901,0.774133738966094
"SCL","plastid","LBD",0,"SCL_plastid",16,NA,NA,16,NA,NA,NA,NA
"SDH","plastid","LBD",0,"SDH_plastid",16,NA,NA,16,NA,NA,NA,NA
"ACO","cytosol","MADS",3,"ACO_cytosol",26,65,62,23,874,4.61538461538462,0.254206899904719,1
"CSY","cytosol","MADS",0,"CSY_cytosol",26,NA,NA,26,NA,NA,NA,NA
"FUM","cytosol","MADS",0,"FUM_cytosol",26,39,39,26,897,0,1,1
"ICDH","cytosol","MADS",1,"ICDH_cytosol",26,173,172,25,764,0.578034682080925,0.994646543303196,1
"MDH","cytosol","MADS",0,"MDH_cytosol",26,215,215,26,721,0,1,1
"OGDH","cytosol","MADS",0,"OGDH_cytosol",26,NA,NA,26,NA,NA,NA,NA
"PDH","cytosol","MADS",0,"PDH_cytosol",26,NA,NA,26,NA,NA,NA,NA
"SCL","cytosol","MADS",0,"SCL_cytosol",26,NA,NA,26,NA,NA,NA,NA
"SDH","cytosol","MADS",0,"SDH_cytosol",26,NA,NA,26,NA,NA,NA,NA
"ACO","mitochondrion","MADS",9,"ACO_mitochondrion",26,214,205,17,731,4.20560747663551,0.10060210164894,1
"CSY","mitochondrion","MADS",5,"CSY_mitochondrion",26,167,162,21,774,2.9940119760479,0.48061910887119,1
"FUM","mitochondrion","MADS",1,"FUM_mitochondrion",26,46,45,25,891,2.17391304347826,0.725067490038385,1
"ICDH","mitochondrion","MADS",3,"ICDH_mitochondrion",26,202,199,23,737,1.48514851485149,0.935255232945782,1
"MDH","mitochondrion","MADS",0,"MDH_mitochondrion",26,149,149,26,787,0,1,1
"OGDH","mitochondrion","MADS",0,"OGDH_mitochondrion",26,148,148,26,788,0,1,1
"PDH","mitochondrion","MADS",5,"PDH_mitochondrion",26,471,466,21,470,1.06157112526539,0.999667743046854,1
"SCL","mitochondrion","MADS",0,"SCL_mitochondrion",26,17,17,26,919,0,1,1
"SDH","mitochondrion","MADS",7,"SDH_mitochondrion",26,375,368,19,568,1.86666666666667,0.9340258824414,1
"ACO","peroxisome","MADS",0,"ACO_peroxisome",26,NA,NA,26,NA,NA,NA,NA
"CSY","peroxisome","MADS",0,"CSY_peroxisome",26,150,150,26,786,0,1,1
"FUM","peroxisome","MADS",0,"FUM_peroxisome",26,NA,NA,26,NA,NA,NA,NA
"ICDH","peroxisome","MADS",0,"ICDH_peroxisome",26,70,70,26,866,0,1,1
"MDH","peroxisome","MADS",0,"MDH_peroxisome",26,143,143,26,793,0,1,1
"OGDH","peroxisome","MADS",0,"OGDH_peroxisome",26,NA,NA,26,NA,NA,NA,NA
"PDH","peroxisome","MADS",0,"PDH_peroxisome",26,NA,NA,26,NA,NA,NA,NA
"SCL","peroxisome","MADS",0,"SCL_peroxisome",26,NA,NA,26,NA,NA,NA,NA
"SDH","peroxisome","MADS",0,"SDH_peroxisome",26,NA,NA,26,NA,NA,NA,NA
"ACO","plastid","MADS",0,"ACO_plastid",26,NA,NA,26,NA,NA,NA,NA
"CSY","plastid","MADS",0,"CSY_plastid",26,NA,NA,26,NA,NA,NA,NA
"FUM","plastid","MADS",0,"FUM_plastid",26,NA,NA,26,NA,NA,NA,NA
"ICDH","plastid","MADS",0,"ICDH_plastid",26,NA,NA,26,NA,NA,NA,NA
"MDH","plastid","MADS",0,"MDH_plastid",26,96,96,26,840,0,1,1
"OGDH","plastid","MADS",0,"OGDH_plastid",26,NA,NA,26,NA,NA,NA,NA
"PDH","plastid","MADS",5,"PDH_plastid",26,330,325,21,611,1.51515151515152,0.973011012265186,1
"SCL","plastid","MADS",0,"SCL_plastid",26,NA,NA,26,NA,NA,NA,NA
"SDH","plastid","MADS",0,"SDH_plastid",26,NA,NA,26,NA,NA,NA,NA
"ACO","cytosol","MYB",6,"ACO_cytosol",74,65,59,68,829,9.23076923076923,0.383382796132608,1
"CSY","cytosol","MYB",0,"CSY_cytosol",74,NA,NA,74,NA,NA,NA,NA
"FUM","cytosol","MYB",0,"FUM_cytosol",74,39,39,74,849,0,1,1
"ICDH","cytosol","MYB",28,"ICDH_cytosol",74,173,145,46,743,16.1849710982659,1.96567079749907e-05,0.000943521982799554
"MDH","cytosol","MYB",10,"MDH_cytosol",74,215,205,64,683,4.65116279069767,0.983771825794919,1
"OGDH","cytosol","MYB",0,"OGDH_cytosol",74,NA,NA,74,NA,NA,NA,NA
"PDH","cytosol","MYB",0,"PDH_cytosol",74,NA,NA,74,NA,NA,NA,NA
"SCL","cytosol","MYB",0,"SCL_cytosol",74,NA,NA,74,NA,NA,NA,NA
"SDH","cytosol","MYB",0,"SDH_cytosol",74,NA,NA,74,NA,NA,NA,NA
"ACO","mitochondrion","MYB",12,"ACO_mitochondrion",74,214,202,62,686,5.60747663551402,0.929730043299745,1
"CSY","mitochondrion","MYB",20,"CSY_mitochondrion",74,167,147,54,741,11.9760479041916,0.0204751310909282,0.900905768000842
"FUM","mitochondrion","MYB",0,"FUM_mitochondrion",74,46,46,74,842,0,1,1
"ICDH","mitochondrion","MYB",5,"ICDH_mitochondrion",74,202,197,69,691,2.47524752475248,0.99987769855975,1
"MDH","mitochondrion","MYB",3,"MDH_mitochondrion",74,149,146,71,742,2.01342281879195,0.999717993643689,1
"OGDH","mitochondrion","MYB",7,"OGDH_mitochondrion",74,148,141,67,747,4.72972972972973,0.956430406734847,1
"PDH","mitochondrion","MYB",24,"PDH_mitochondrion",74,471,447,50,441,5.09554140127389,0.999077515342035,1
"SCL","mitochondrion","MYB",1,"SCL_mitochondrion",74,17,16,73,872,5.88235294117647,0.746565347972549,1
"SDH","mitochondrion","MYB",23,"SDH_mitochondrion",74,375,352,51,536,6.13333333333333,0.943946399666088,1
"ACO","peroxisome","MYB",0,"ACO_peroxisome",74,NA,NA,74,NA,NA,NA,NA
"CSY","peroxisome","MYB",4,"CSY_peroxisome",74,150,146,70,742,2.66666666666667,0.998650490274671,1
"FUM","peroxisome","MYB",0,"FUM_peroxisome",74,NA,NA,74,NA,NA,NA,NA
"ICDH","peroxisome","MYB",3,"ICDH_peroxisome",74,70,67,71,821,4.28571428571429,0.920878245801487,1
"MDH","peroxisome","MYB",8,"MDH_peroxisome",74,143,135,66,753,5.59440559440559,0.886651263579441,1
"OGDH","peroxisome","MYB",0,"OGDH_peroxisome",74,NA,NA,74,NA,NA,NA,NA
"PDH","peroxisome","MYB",0,"PDH_peroxisome",74,NA,NA,74,NA,NA,NA,NA
"SCL","peroxisome","MYB",0,"SCL_peroxisome",74,NA,NA,74,NA,NA,NA,NA
"SDH","peroxisome","MYB",0,"SDH_peroxisome",74,NA,NA,74,NA,NA,NA,NA
"ACO","plastid","MYB",0,"ACO_plastid",74,NA,NA,74,NA,NA,NA,NA
"CSY","plastid","MYB",0,"CSY_plastid",74,NA,NA,74,NA,NA,NA,NA
"FUM","plastid","MYB",0,"FUM_plastid",74,NA,NA,74,NA,NA,NA,NA
"ICDH","plastid","MYB",0,"ICDH_plastid",74,NA,NA,74,NA,NA,NA,NA
"MDH","plastid","MYB",5,"MDH_plastid",74,96,91,69,797,5.20833333333333,0.882538994727303,1
"OGDH","plastid","MYB",0,"OGDH_plastid",74,NA,NA,74,NA,NA,NA,NA
"PDH","plastid","MYB",34,"PDH_plastid",74,330,296,40,592,10.3030303030303,0.020694689345326,0.807092884467715
"SCL","plastid","MYB",0,"SCL_plastid",74,NA,NA,74,NA,NA,NA,NA
"SDH","plastid","MYB",0,"SDH_plastid",74,NA,NA,74,NA,NA,NA,NA
"ACO","cytosol","MYB-related",4,"ACO_cytosol",28,65,61,24,873,6.15384615384615,0.114199323401457,1
"CSY","cytosol","MYB-related",0,"CSY_cytosol",28,NA,NA,28,NA,NA,NA,NA
"FUM","cytosol","MYB-related",0,"FUM_cytosol",28,39,39,28,895,0,1,1
"ICDH","cytosol","MYB-related",4,"ICDH_cytosol",28,173,169,24,765,2.3121387283237,0.771565658872845,1
"MDH","cytosol","MYB-related",6,"MDH_cytosol",28,215,209,22,725,2.7906976744186,0.622217018586078,1
"OGDH","cytosol","MYB-related",0,"OGDH_cytosol",28,NA,NA,28,NA,NA,NA,NA
"PDH","cytosol","MYB-related",0,"PDH_cytosol",28,NA,NA,28,NA,NA,NA,NA
"SCL","cytosol","MYB-related",0,"SCL_cytosol",28,NA,NA,28,NA,NA,NA,NA
"SDH","cytosol","MYB-related",0,"SDH_cytosol",28,NA,NA,28,NA,NA,NA,NA
"ACO","mitochondrion","MYB-related",4,"ACO_mitochondrion",28,214,210,24,724,1.86915887850467,0.90168995690973,1
"CSY","mitochondrion","MYB-related",5,"CSY_mitochondrion",28,167,162,23,772,2.9940119760479,0.55165883803814,1
"FUM","mitochondrion","MYB-related",0,"FUM_mitochondrion",28,46,46,28,888,0,1,1
"ICDH","mitochondrion","MYB-related",1,"ICDH_mitochondrion",28,202,201,27,733,0.495049504950495,0.998776741164872,1
"MDH","mitochondrion","MYB-related",4,"MDH_mitochondrion",28,149,145,24,789,2.68456375838926,0.65288836377346,1
"OGDH","mitochondrion","MYB-related",0,"OGDH_mitochondrion",28,148,148,28,786,0,1,1
"PDH","mitochondrion","MYB-related",9,"PDH_mitochondrion",28,471,462,19,472,1.91082802547771,0.978311555773351,1
"SCL","mitochondrion","MYB-related",0,"SCL_mitochondrion",28,17,17,28,917,0,1,1
"SDH","mitochondrion","MYB-related",13,"SDH_mitochondrion",28,375,362,15,572,3.46666666666667,0.264092432040237,1
"ACO","peroxisome","MYB-related",0,"ACO_peroxisome",28,NA,NA,28,NA,NA,NA,NA
"CSY","peroxisome","MYB-related",3,"CSY_peroxisome",28,150,147,25,787,2,0.838405688176695,1
"FUM","peroxisome","MYB-related",0,"FUM_peroxisome",28,NA,NA,28,NA,NA,NA,NA
"ICDH","peroxisome","MYB-related",0,"ICDH_peroxisome",28,70,70,28,864,0,1,1
"MDH","peroxisome","MYB-related",0,"MDH_peroxisome",28,143,143,28,791,0,1,1
"OGDH","peroxisome","MYB-related",0,"OGDH_peroxisome",28,NA,NA,28,NA,NA,NA,NA
"PDH","peroxisome","MYB-related",0,"PDH_peroxisome",28,NA,NA,28,NA,NA,NA,NA
"SCL","peroxisome","MYB-related",0,"SCL_peroxisome",28,NA,NA,28,NA,NA,NA,NA
"SDH","peroxisome","MYB-related",0,"SDH_peroxisome",28,NA,NA,28,NA,NA,NA,NA
"ACO","plastid","MYB-related",0,"ACO_plastid",28,NA,NA,28,NA,NA,NA,NA
"CSY","plastid","MYB-related",0,"CSY_plastid",28,NA,NA,28,NA,NA,NA,NA
"FUM","plastid","MYB-related",0,"FUM_plastid",28,NA,NA,28,NA,NA,NA,NA
"ICDH","plastid","MYB-related",0,"ICDH_plastid",28,NA,NA,28,NA,NA,NA,NA
"MDH","plastid","MYB-related",1,"MDH_plastid",28,96,95,27,839,1.04166666666667,0.949616011562889,1
"OGDH","plastid","MYB-related",0,"OGDH_plastid",28,NA,NA,28,NA,NA,NA,NA
"PDH","plastid","MYB-related",8,"PDH_plastid",28,330,322,20,612,2.42424242424242,0.800673870810419,1
"SCL","plastid","MYB-related",0,"SCL_plastid",28,NA,NA,28,NA,NA,NA,NA
"SDH","plastid","MYB-related",0,"SDH_plastid",28,NA,NA,28,NA,NA,NA,NA
"ACO","cytosol","NAC",3,"ACO_cytosol",38,65,62,35,862,4.61538461538462,0.48105498477125,1
"CSY","cytosol","NAC",0,"CSY_cytosol",38,NA,NA,38,NA,NA,NA,NA
"FUM","cytosol","NAC",1,"FUM_cytosol",38,39,38,37,886,2.56410256410256,0.798981922729203,1
"ICDH","cytosol","NAC",9,"ICDH_cytosol",38,173,164,29,760,5.20231213872832,0.229999623974578,1
"MDH","cytosol","NAC",8,"MDH_cytosol",38,215,207,30,717,3.72093023255814,0.64215041473886,1
"OGDH","cytosol","NAC",0,"OGDH_cytosol",38,NA,NA,38,NA,NA,NA,NA
"PDH","cytosol","NAC",0,"PDH_cytosol",38,NA,NA,38,NA,NA,NA,NA
"SCL","cytosol","NAC",0,"SCL_cytosol",38,NA,NA,38,NA,NA,NA,NA
"SDH","cytosol","NAC",0,"SDH_cytosol",38,NA,NA,38,NA,NA,NA,NA
"ACO","mitochondrion","NAC",5,"ACO_mitochondrion",38,214,209,33,715,2.33644859813084,0.949736169490347,1
"CSY","mitochondrion","NAC",10,"CSY_mitochondrion",38,167,157,28,767,5.98802395209581,0.105699142408384,1
"FUM","mitochondrion","NAC",1,"FUM_mitochondrion",38,46,45,37,879,2.17391304347826,0.850376507828321,1
"ICDH","mitochondrion","NAC",9,"ICDH_mitochondrion",38,202,193,29,731,4.45544554455445,0.402789854387309,1
"MDH","mitochondrion","NAC",6,"MDH_mitochondrion",38,149,143,32,781,4.02684563758389,0.55070503928099,1
"OGDH","mitochondrion","NAC",5,"OGDH_mitochondrion",38,148,143,33,781,3.37837837837838,0.720662411569285,1
"PDH","mitochondrion","NAC",24,"PDH_mitochondrion",38,471,447,14,477,5.09554140127389,0.0521438268146258,1
"SCL","mitochondrion","NAC",0,"SCL_mitochondrion",38,17,17,38,907,0,1,1
"SDH","mitochondrion","NAC",15,"SDH_mitochondrion",38,375,360,23,564,4,0.537626884842571,1
"ACO","peroxisome","NAC",0,"ACO_peroxisome",38,NA,NA,38,NA,NA,NA,NA
"CSY","peroxisome","NAC",8,"CSY_peroxisome",38,150,142,30,782,5.33333333333333,0.228974039690205,1
"FUM","peroxisome","NAC",0,"FUM_peroxisome",38,NA,NA,38,NA,NA,NA,NA
"ICDH","peroxisome","NAC",4,"ICDH_peroxisome",38,70,66,34,858,5.71428571428571,0.296715220432928,1
"MDH","peroxisome","NAC",6,"MDH_peroxisome",38,143,137,32,787,4.1958041958042,0.507035319432018,1
"OGDH","peroxisome","NAC",0,"OGDH_peroxisome",38,NA,NA,38,NA,NA,NA,NA
"PDH","peroxisome","NAC",0,"PDH_peroxisome",38,NA,NA,38,NA,NA,NA,NA
"SCL","peroxisome","NAC",0,"SCL_peroxisome",38,NA,NA,38,NA,NA,NA,NA
"SDH","peroxisome","NAC",0,"SDH_peroxisome",38,NA,NA,38,NA,NA,NA,NA
"ACO","plastid","NAC",0,"ACO_plastid",38,NA,NA,38,NA,NA,NA,NA
"CSY","plastid","NAC",0,"CSY_plastid",38,NA,NA,38,NA,NA,NA,NA
"FUM","plastid","NAC",0,"FUM_plastid",38,NA,NA,38,NA,NA,NA,NA
"ICDH","plastid","NAC",0,"ICDH_plastid",38,NA,NA,38,NA,NA,NA,NA
"MDH","plastid","NAC",6,"MDH_plastid",38,96,90,32,834,6.25,0.169591427902139,1
"OGDH","plastid","NAC",0,"OGDH_plastid",38,NA,NA,38,NA,NA,NA,NA
"PDH","plastid","NAC",8,"PDH_plastid",38,330,322,30,602,2.42424242424242,0.976986880561192,1
"SCL","plastid","NAC",0,"SCL_plastid",38,NA,NA,38,NA,NA,NA,NA
"SDH","plastid","NAC",0,"SDH_plastid",38,NA,NA,38,NA,NA,NA,NA
"ACO","cytosol","NLP",0,"ACO_cytosol",4,65,65,4,893,0,1,1
"CSY","cytosol","NLP",0,"CSY_cytosol",4,NA,NA,4,NA,NA,NA,NA
"FUM","cytosol","NLP",0,"FUM_cytosol",4,39,39,4,919,0,1,1
"ICDH","cytosol","NLP",0,"ICDH_cytosol",4,173,173,4,785,0,1,1
"MDH","cytosol","NLP",3,"MDH_cytosol",4,215,212,1,746,1.3953488372093,0.0368462687215203,1
"OGDH","cytosol","NLP",0,"OGDH_cytosol",4,NA,NA,4,NA,NA,NA,NA
"PDH","cytosol","NLP",0,"PDH_cytosol",4,NA,NA,4,NA,NA,NA,NA
"SCL","cytosol","NLP",0,"SCL_cytosol",4,NA,NA,4,NA,NA,NA,NA
"SDH","cytosol","NLP",0,"SDH_cytosol",4,NA,NA,4,NA,NA,NA,NA
"ACO","mitochondrion","NLP",0,"ACO_mitochondrion",4,214,214,4,744,0,1,1
"CSY","mitochondrion","NLP",0,"CSY_mitochondrion",4,167,167,4,791,0,1,1
"FUM","mitochondrion","NLP",0,"FUM_mitochondrion",4,46,46,4,912,0,1,1
"ICDH","mitochondrion","NLP",1,"ICDH_mitochondrion",4,202,201,3,757,0.495049504950495,0.611105184548868,1
"MDH","mitochondrion","NLP",0,"MDH_mitochondrion",4,149,149,4,809,0,1,1
"OGDH","mitochondrion","NLP",0,"OGDH_mitochondrion",4,148,148,4,810,0,1,1
"PDH","mitochondrion","NLP",4,"PDH_mitochondrion",4,471,467,0,491,0.849256900212314,0.0570885695200201,1
"SCL","mitochondrion","NLP",0,"SCL_mitochondrion",4,17,17,4,941,0,1,1
"SDH","mitochondrion","NLP",1,"SDH_mitochondrion",4,375,374,3,584,0.266666666666667,0.861924657065629,1
"ACO","peroxisome","NLP",0,"ACO_peroxisome",4,NA,NA,4,NA,NA,NA,NA
"CSY","peroxisome","NLP",1,"CSY_peroxisome",4,150,149,3,809,0.666666666666667,0.4929834637166,1
"FUM","peroxisome","NLP",0,"FUM_peroxisome",4,NA,NA,4,NA,NA,NA,NA
"ICDH","peroxisome","NLP",0,"ICDH_peroxisome",4,70,70,4,888,0,1,1
"MDH","peroxisome","NLP",0,"MDH_peroxisome",4,143,143,4,815,0,1,1
"OGDH","peroxisome","NLP",0,"OGDH_peroxisome",4,NA,NA,4,NA,NA,NA,NA
"PDH","peroxisome","NLP",0,"PDH_peroxisome",4,NA,NA,4,NA,NA,NA,NA
"SCL","peroxisome","NLP",0,"SCL_peroxisome",4,NA,NA,4,NA,NA,NA,NA
"SDH","peroxisome","NLP",0,"SDH_peroxisome",4,NA,NA,4,NA,NA,NA,NA
"ACO","plastid","NLP",0,"ACO_plastid",4,NA,NA,4,NA,NA,NA,NA
"CSY","plastid","NLP",0,"CSY_plastid",4,NA,NA,4,NA,NA,NA,NA
"FUM","plastid","NLP",0,"FUM_plastid",4,NA,NA,4,NA,NA,NA,NA
"ICDH","plastid","NLP",0,"ICDH_plastid",4,NA,NA,4,NA,NA,NA,NA
"MDH","plastid","NLP",0,"MDH_plastid",4,96,96,4,862,0,1,1
"OGDH","plastid","NLP",0,"OGDH_plastid",4,NA,NA,4,NA,NA,NA,NA
"PDH","plastid","NLP",3,"PDH_plastid",4,330,327,1,631,0.909090909090909,0.119454219278953,1
"SCL","plastid","NLP",0,"SCL_plastid",4,NA,NA,4,NA,NA,NA,NA
"SDH","plastid","NLP",0,"SDH_plastid",4,NA,NA,4,NA,NA,NA,NA
"ACO","cytosol","PHD",1,"ACO_cytosol",1,65,64,0,897,1.53846153846154,0.0675675675675675,1
"CSY","cytosol","PHD",0,"CSY_cytosol",1,NA,NA,1,NA,NA,NA,NA
"FUM","cytosol","PHD",1,"FUM_cytosol",1,39,38,0,923,2.56410256410256,0.0405405405405403,1
"ICDH","cytosol","PHD",1,"ICDH_cytosol",1,173,172,0,789,0.578034682080925,0.17983367983368,1
"MDH","cytosol","PHD",1,"MDH_cytosol",1,215,214,0,747,0.465116279069767,0.223492723492723,1
"OGDH","cytosol","PHD",0,"OGDH_cytosol",1,NA,NA,1,NA,NA,NA,NA
"PDH","cytosol","PHD",0,"PDH_cytosol",1,NA,NA,1,NA,NA,NA,NA
"SCL","cytosol","PHD",0,"SCL_cytosol",1,NA,NA,1,NA,NA,NA,NA
"SDH","cytosol","PHD",0,"SDH_cytosol",1,NA,NA,1,NA,NA,NA,NA
"ACO","mitochondrion","PHD",1,"ACO_mitochondrion",1,214,213,0,748,0.467289719626168,0.222453222453223,1
"CSY","mitochondrion","PHD",1,"CSY_mitochondrion",1,167,166,0,795,0.598802395209581,0.173596673596673,1
"FUM","mitochondrion","PHD",1,"FUM_mitochondrion",1,46,45,0,916,2.17391304347826,0.0478170478170479,1
"ICDH","mitochondrion","PHD",1,"ICDH_mitochondrion",1,202,201,0,760,0.495049504950495,0.20997920997921,1
"MDH","mitochondrion","PHD",1,"MDH_mitochondrion",1,149,148,0,813,0.671140939597315,0.154885654885655,1
"OGDH","mitochondrion","PHD",1,"OGDH_mitochondrion",1,148,147,0,814,0.675675675675676,0.153846153846154,1
"PDH","mitochondrion","PHD",1,"PDH_mitochondrion",1,471,470,0,491,0.212314225053079,0.48960498960499,1
"SCL","mitochondrion","PHD",1,"SCL_mitochondrion",1,17,16,0,945,5.88235294117647,0.0176715176715176,0.812889812889812
"SDH","mitochondrion","PHD",1,"SDH_mitochondrion",1,375,374,0,587,0.266666666666667,0.38981288981289,1
"ACO","peroxisome","PHD",0,"ACO_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"CSY","peroxisome","PHD",1,"CSY_peroxisome",1,150,149,0,812,0.666666666666667,0.155925155925156,1
